Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.100.5-20.190.157.11-50549-443-6,20.190.157.11,443,192.168.100.5,50549,6,03/12/2023 03:57:30 PM,62139,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.18590579185375,62139.0,0.0,62139.0,62139.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,16.092952895926874,16.092952895926874,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,32767,0,0,0,0,0,0,0,0,0,0,No Label
192.168.100.5-20.97.190.214-50546-443-6,192.168.100.5,50546,20.97.190.214,443,6,03/12/2023 03:57:28 PM,4344455,22,45,23657.0,38616.0,11338.0,0.0,1075.318181818182,3230.413454097724,1460.0,0.0,858.1333333333333,679.4848851084982,14333.903792305364,15.421957414681474,65825.07575757576,279407.24853448157,2105611.0,0.0,4261293.0,202918.71428571426,475804.0923342446,2105611.0,49.0,2085054.0,47387.59090909092,157515.72550882955,926933.0,0.0,0,0,0,0,440,916,5.063926315268543,10.35803109941293,0.0,11338.0,915.7794117647059,1896.6188599368893,3597163.099868306,0,1,0,0,0,0,0,0,2.0,929.4477611940298,1075.3181818181818,858.1333333333333,0,0,0,0,0,0,22,23657,45,38616,-1,31650,10,0,0,0,0,0,0,0,0,0,No Label
192.168.100.5-20.97.190.214-50546-443-6,20.97.190.214,443,192.168.100.5,50546,6,03/12/2023 03:57:32 PM,77878,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.6811936618814,77878.0,0.0,77878.0,77878.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,12.8405968309407,12.8405968309407,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,31649,0,0,0,0,0,0,0,0,0,0,No Label
184.28.75.178-192.168.100.5-443-50550-6,192.168.100.5,50550,184.28.75.178,443,6,03/12/2023 03:57:33 PM,221406,9,19,26055.0,5491.0,14600.0,0.0,2895.0,5454.1884593402165,1460.0,0.0,289.0,499.3040712387148,142480.33025301935,126.46450412364615,8200.22222222222,26324.253429889053,133599.0,0.0,209849.0,26231.124999999996,46798.80582859078,137452.0,98.0,221406.0,12300.333333333336,31897.93866841739,133875.0,0.0,0,0,0,0,180,396,40.649304896886264,85.81519922675989,0.0,14600.0,1087.7931034482758,3191.3580783479083,1.0184766384236453E7,0,1,0,0,0,0,0,0,2.0,1126.642857142857,2895.0,289.0,0,0,0,0,0,0,9,26055,19,5491,-1,32768,6,0,0,0,0,0,0,0,0,0,No Label
184.28.75.178-192.168.100.5-443-50550-6,192.168.100.5,50550,184.28.75.178,443,6,03/12/2023 03:57:33 PM,27321,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.20376267340141,27321.0,0.0,27321.0,27321.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,36.60188133670071,36.60188133670071,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,63183,0,0,0,0,0,0,0,0,0,0,No Label
192.168.100.5-20.190.157.11-50552-443-6,192.168.100.5,50552,20.190.157.11,443,6,03/12/2023 03:57:35 PM,176975,9,17,2216.0,17173.0,1541.0,0.0,246.22222222222223,514.9399911100753,1460.0,0.0,1010.1764705882351,669.9095307664795,109557.84715355276,146.91340584828367,7078.999999999998,15836.840441409602,50541.0,0.0,139689.0,17461.125,22456.70603906548,50941.0,236.0,175385.0,10961.5625,19536.841566533556,50541.0,0.0,0,0,0,0,180,356,50.854640485944344,96.05876536233932,0.0,1541.0,718.1111111111111,714.4578005158519,510449.94871794886,0,1,0,0,0,0,0,0,1.0,745.7307692307693,246.22222222222223,1010.1764705882352,0,0,0,0,0,0,9,2216,17,17173,-1,32768,3,0,0,0,0,0,0,0,0,0,No Label
192.168.100.5-20.190.157.11-50552-443-6,20.190.157.11,443,192.168.100.5,50552,6,03/12/2023 03:57:35 PM,37407,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.46592883684871,37407.0,0.0,37407.0,37407.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,26.732964418424356,26.732964418424356,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,32767,0,0,0,0,0,0,0,0,0,0,No Label
192.168.100.5-20.166.126.56-50551-443-6,192.168.100.5,50551,20.166.126.56,443,6,03/12/2023 03:57:33 PM,5406009,15,17,16489.0,4182.0,11719.0,0.0,1099.2666666666667,3107.043828525911,1460.0,0.0,246.0,458.36939252092304,3823.7080256433164,5.9193390170086655,174387.38709677418,497327.3767459872,2059589.0,0.0,5303377.0,378812.64285714284,704214.5551372609,2059589.0,38.0,3145792.0,196612.0,535626.7196516619,2191518.0,0.0,0,0,0,0,300,356,2.774690164222812,3.1446488527858536,0.0,11719.0,626.3939393939394,2126.617986078393,4522504.058712121,0,1,0,0,0,0,0,0,1.0,645.96875,1099.2666666666667,246.0,0,0,0,0,0,0,15,16489,17,4182,-1,32768,8,0,0,0,0,0,0,0,0,0,No Label
192.168.100.5-20.166.126.56-50551-443-6,20.166.126.56,443,192.168.100.5,50551,6,03/12/2023 03:57:38 PM,101525,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.69958138389559,101525.0,0.0,101525.0,101525.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,9.849790691947796,9.849790691947796,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,32767,0,0,0,0,0,0,0,0,0,0,No Label
192.168.100.5-23.61.57.78-50454-443-6,192.168.100.5,50454,23.61.57.78,443,6,03/12/2023 03:57:43 PM,5573,0,4,0.0,31.0,0,0,0,0,31.0,0.0,7.75,15.500000000000002,5562.53364435672,717.7462766911897,1857.6666666666665,2845.04065583136,5133.0,0.0,0,0,0,0,0,5573.0,1857.6666666666665,2845.04065583136,5133.0,0.0,0,0,0,0,0,80,0.0,717.7462766911897,0.0,31.0,6.2,13.863621460498695,192.2,1,0,0,0,1,0,0,0,0.0,7.75,0.0,7.75,0,0,0,0,0,0,0,0,4,31,-1,32094,0,0,0,0,0,0,0,0,0,0,No Label
192.168.100.5-20.190.157.11-50561-443-6,192.168.100.5,50561,20.190.157.11,443,6,03/12/2023 03:57:55 PM,310483,10,17,2299.0,17258.0,1607.0,0.0,229.9,512.5132952205024,1460.0,0.0,1015.1764705882351,662.3636874193547,62988.95591707114,86.96128290437801,11941.653846153844,25432.609424818853,85545.0,0.0,246991.0,27443.444444444445,34285.61645249765,86914.0,97.0,302461.0,18903.812500000004,33816.22467833796,85545.0,0.0,0,0,0,0,200,356,32.207882557177044,54.75340034720097,0.0,1607.0,698.4642857142857,714.200640039481,510082.5542328042,0,1,0,0,0,0,0,0,1.0,724.3333333333334,229.9,1015.1764705882352,0,0,0,0,0,0,10,2299,17,17258,-1,32768,3,0,0,0,0,0,0,0,0,0,No Label
192.168.100.5-20.190.157.11-50561-443-6,20.190.157.11,443,192.168.100.5,50561,6,03/12/2023 03:57:56 PM,57324,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.88940060009769,57324.0,0.0,57324.0,57324.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,17.444700300048844,17.444700300048844,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,32767,0,0,0,0,0,0,0,0,0,0,No Label
192.168.100.5-20.253.1.29-50562-443-6,192.168.100.5,50562,20.253.1.29,443,6,03/12/2023 03:57:56 PM,200936,7,12,3053.0,8723.0,1645.0,0.0,436.1428571428571,602.8809801200201,1460.0,0.0,726.9166666666667,732.4684862390556,58605.72520603575,94.5574710355536,11163.111111111113,18655.100532274842,49819.0,0.0,104449.0,17408.166666666664,24292.750041250307,49901.0,105.0,200936.0,18266.90909090909,21820.959192732775,50495.0,0.0,0,0,0,0,140,256,34.836963013098696,59.72050802245491,0.0,1645.0,588.8000000000001,681.3737362278154,464270.1684210526,0,1,0,0,0,0,0,0,1.0,619.7894736842105,436.14285714285717,726.9166666666666,0,0,0,0,0,0,7,3053,12,8723,-1,32583,4,0,0,0,0,0,0,0,0,0,No Label
192.168.100.5-20.253.1.29-50562-443-6,192.168.100.5,50562,20.253.1.29,443,6,03/12/2023 03:57:56 PM,29809,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0938307222651,29809.0,0.0,29809.0,29809.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,33.54691536113255,33.54691536113255,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,64240,0,0,0,0,0,0,0,0,0,0,No Label
192.168.100.5-104.97.2.220-50298-443-6,192.168.100.5,50298,104.97.2.220,443,6,03/12/2023 03:57:31 PM,25129213,1,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.7071067811865476,0.03979432224956667,0.11938296674870001,1.25646065E7,1.776875973232292E7,2.5129017E7,196.0,0,0,0,0,0,196.0,196.0,0.0,196.0,196.0,0,0,0,0,20,40,0.03979432224956667,0.07958864449913335,0.0,1.0,0.5,0.5773502691896257,0.3333333333333333,0,0,0,0,1,0,0,0,2.0,0.6666666666666666,0.0,0.5,0,0,0,0,0,0,1,0,2,1,-1,32768,0,0,0,0,0,0,0,0,0,0,No Label
192.168.100.5-104.43.208.106-50556-443-6,192.168.100.5,50556,104.43.208.106,443,6,03/12/2023 03:57:43 PM,13852752,9,9,1197.0,5675.0,542.0,0.0,133.0,231.91593304471343,1460.0,0.0,630.5555555555555,654.8257613883084,496.07471497360234,1.2993808017352797,814867.7647058824,3216642.293892257,1.3295239E7,0.0,1.3803967E7,1725495.875,4675489.212332772,1.3295239E7,419.0,353695.0,44211.875,48898.42185136011,150068.0,0.0,0,0,0,0,180,196,0.6496904008676399,0.6496904008676399,0.0,1460.0,361.6842105263158,532.9563305678971,284042.45029239764,0,1,0,0,0,0,0,0,1.0,381.77777777777777,133.0,630.5555555555555,0,0,0,0,0,0,9,1197,9,5675,-1,31571,3,0,0,0,0,0,0,0,0,0,No Label
192.168.100.5-40.126.29.5-50547-443-6,192.168.100.5,50547,40.126.29.5,443,6,03/12/2023 03:57:29 PM,27791485,15,16,6008.0,10904.0,1695.0,0.0,400.53333333333336,650.852832462001,1460.0,0.0,681.5000000000001,664.3143834059292,608.5317139404389,1.115449570255062,926382.8333333335,3818857.599503007,2.0482775E7,0.0,2.775556E7,1982540.0000000002,5503023.29467426,2.0482775E7,434.0,2.669063E7,1779375.3333333333,5388128.262812179,2.0584675E7,0.0,0,0,0,0,300,336,0.5397336630266428,0.575715907228419,0.0,1695.0,528.5000000000001,658.6820663386313,433862.0645161291,0,1,0,0,0,0,0,0,1.0,545.5483870967741,400.53333333333336,681.5,0,0,0,0,0,0,15,6008,16,10904,-1,32768,6,0,336007.0,76944.53150159535,390415.0,281599.0,1.28953615E7,1.0730223075032713E7,2.0482775E7,5307948.0,No Label
192.168.100.5-23.219.2.145-50560-443-6,192.168.100.5,50560,23.219.2.145,443,6,03/12/2023 03:57:55 PM,1802412,6,6,610.0,4591.0,530.0,0.0,101.66666666666667,212.26555694852303,1460.0,0.0,765.1666666666666,680.9882279941897,2885.5777702323335,6.657745287980773,163855.63636363635,480218.36932343035,1609539.0,0.0,1796690.0,359338.0,699469.1295811418,1609539.0,9706.0,111976.0,22395.2,28983.845417749522,63318.0,0.0,0,0,0,0,120,136,3.3288726439903864,3.3288726439903864,0.0,1460.0,400.0769230769231,580.0937368992563,336508.74358974356,0,1,0,0,0,0,0,0,1.0,433.4166666666667,101.66666666666667,765.1666666666666,0,0,0,0,0,0,6,610,6,4591,-1,32158,2,0,0,0,0,0,0,0,0,0,No Label
192.168.100.5-204.79.197.219-50513-443-6,192.168.100.5,50513,204.79.197.219,443,6,03/12/2023 03:57:48 PM,8739718,1,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.7071067811865476,0.11442016779031086,0.34326050337093256,4369859.0,6179735.672549272,8739592.0,126.0,0,0,0,0,0,126.0,126.0,0.0,126.0,126.0,0,0,0,0,20,40,0.11442016779031086,0.22884033558062172,0.0,1.0,0.5,0.5773502691896257,0.3333333333333333,0,0,0,0,1,0,0,0,2.0,0.6666666666666666,0.0,0.5,0,0,0,0,0,0,1,0,2,1,-1,32042,0,0,0,0,0,0,0,0,0,0,No Label
192.168.100.5-204.79.197.219-50516-443-6,192.168.100.5,50516,204.79.197.219,443,6,03/12/2023 03:57:48 PM,8784515,1,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.7071067811865476,0.11383667738059527,0.3415100321417858,4392257.5,6210826.4506112635,8783975.0,540.0,0,0,0,0,0,540.0,540.0,0.0,540.0,540.0,0,0,0,0,20,40,0.11383667738059527,0.22767335476119055,0.0,1.0,0.5,0.5773502691896257,0.3333333333333333,0,0,0,0,1,0,0,0,2.0,0.6666666666666666,0.0,0.5,0,0,0,0,0,0,1,0,2,1,-1,32042,0,0,0,0,0,0,0,0,0,0,No Label
192.168.100.5-20.135.17.16-50548-443-6,192.168.100.5,50548,20.135.17.16,443,6,03/12/2023 03:57:29 PM,27757419,13,16,2942.0,11942.0,771.0,0.0,226.3076923076923,343.20435715362174,1460.0,0.0,746.375,671.5217420158486,536.2170020202527,1.0447657255164826,991336.3928571428,3929473.6388176046,2.0402052E7,0.0,2.7686268E7,2307189.0,5882912.927318342,2.0402052E7,215.0,2.6572858E7,1771523.8666666667,5403278.979757092,2.0616235E7,0.0,0,0,0,0,260,336,0.4683432562660095,0.5764224692504732,0.0,1460.0,496.1333333333334,598.0471514874883,357660.3954022988,0,1,0,0,0,0,0,0,1.0,513.2413793103449,226.30769230769232,746.375,0,0,0,0,0,0,13,2942,16,11942,-1,31997,5,0,417680.5,289179.09634083166,622161.0,213200.0,1.2797017E7,1.075514363932207E7,2.0402052E7,5191982.0,No Label
192.168.100.5-20.189.173.14-50421-443-6,192.168.100.5,50421,20.189.173.14,443,6,03/12/2023 03:57:36 PM,20394716,6,8,3130.0,157.0,2951.0,0.0,521.6666666666667,1190.6086958638707,110.0,0.0,19.625,39.885326696847876,161.1691969625858,0.686452314413204,1568824.307692308,4090899.7407745235,1.4175253E7,0.0,6219232.0,1243846.4,2607357.196695209,5901857.0,78.0,1.4758824E7,2108403.4285714286,5325381.882830215,1.4182829E7,0.0,0,0,0,0,120,160,0.29419384903423024,0.3922584653789737,0.0,2951.0,219.20000000000002,756.5924738117419,572432.1714285715,0,0,0,0,1,0,0,0,1.0,234.85714285714286,521.6666666666666,19.625,0,0,0,0,0,0,6,3130,8,157,-1,32695,4,0,231.0,0.0,231.0,231.0,1.4175253E7,0.0,1.4175253E7,1.4175253E7,No Label
192.168.100.5-204.79.197.239-50413-443-6,192.168.100.5,50413,204.79.197.239,443,6,03/12/2023 03:57:53 PM,3836158,1,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.7071067811865476,0.26067747991610357,0.7820324397483106,1918079.0,2712400.801448414,3836036.0,122.0,0,0,0,0,0,122.0,122.0,0.0,122.0,122.0,0,0,0,0,20,40,0.26067747991610357,0.5213549598322071,0.0,1.0,0.5,0.5773502691896257,0.3333333333333333,0,0,0,0,1,0,0,0,2.0,0.6666666666666666,0.0,0.5,0,0,0,0,0,0,1,0,2,1,-1,32726,0,0,0,0,0,0,0,0,0,0,No Label
192.168.100.5-13.107.21.200-50509-443-6,192.168.100.5,50509,13.107.21.200,443,6,03/12/2023 03:57:27 PM,29851612,280,574,214435.0,559865.0,16413.0,0.0,765.8392857142856,1635.3960726931357,1460.0,0.0,975.3745644599302,646.4304112273674,25938.297737489018,28.60817030584479,34996.028135990666,221216.24272924828,3780487.0,-66.0,2.9851566E7,106994.86021505378,383108.63047417364,3780487.0,55.0,2.894862E7,50521.15183246072,276675.4697174097,3899234.0,0.0,0,1,0,0,5600,11480,9.379727969129439,19.22844233671535,0.0,16413.0,906.6643274853807,1078.8008568922103,1163811.2888313674,0,0,0,1,1,0,0,0,2.0,907.7259953161592,765.8392857142857,975.3745644599303,0,0,0,0,0,0,280,214435,574,559865,-1,32768,157,0,0,0,0,0,0,0,0,0,No Label
192.168.100.5-18.239.225.100-50502-443-6,192.168.100.5,50502,18.239.225.100,443,6,03/12/2023 03:57:45 PM,11535364,1,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.7071067811865476,0.0866899388697227,0.2600698166091681,5767682.0,8156140.138158981,1.1534944E7,420.0,0,0,0,0,0,420.0,420.0,0.0,420.0,420.0,0,0,0,0,20,40,0.0866899388697227,0.1733798777394454,0.0,1.0,0.5,0.5773502691896257,0.3333333333333333,0,0,0,0,1,0,0,0,2.0,0.6666666666666666,0.0,0.5,0,0,0,0,0,0,1,0,2,1,-1,32737,0,0,0,0,0,0,0,0,0,0,No Label
