Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
173.231.200.231-192.168.100.5-443-50607-6,192.168.100.5,50607,173.231.200.231,443,6,03/12/2023 03:58:55 PM,63900,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.29890453834116,63900.0,0.0,63900.0,63900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,15.64945226917058,15.64945226917058,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,63862,0,0,0,0,0,0,0,0,0,0,No Label
142.250.217.163-192.168.100.5-443-50686-6,192.168.100.5,50686,142.250.217.163,443,6,03/12/2023 03:58:56 PM,110322,4,5,535.0,4380.0,535.0,0.0,133.75,267.5,1460.0,0.0,876.0,799.6749339575425,44551.404071717334,81.57937673356176,13790.25,17972.520649591697,46291.0,0.0,102686.0,34228.666666666664,10999.522459331283,46291.0,24753.0,86108.0,21527.0,37821.513234313265,78031.0,0.0,0,0,0,0,80,116,36.25750077047189,45.321875963089866,0.0,1460.0,491.5,688.4202931349424,473922.5000000001,0,1,0,0,0,0,0,0,1.0,546.1111111111111,133.75,876.0,0,0,0,0,0,0,4,535,5,4380,-1,32233,1,0,0,0,0,0,0,0,0,0,No Label
142.250.217.225-192.168.100.5-443-50694-6,192.168.100.5,50694,142.250.217.225,443,6,03/12/2023 03:58:56 PM,465336,7,7,683.0,5462.0,609.0,0.0,97.57142857142857,227.19878017781193,1460.0,0.0,780.2857142857143,718.8160901291591,13205.511716265235,30.085787473997282,35795.07692307693,54871.82507210408,188193.0,37.0,447090.0,74515.0,64523.58829141479,188591.0,5037.0,433745.0,72290.83333333334,112051.26918231077,292555.0,556.0,0,0,0,0,140,156,15.042893736998641,15.042893736998641,0.0,1460.0,409.6666666666667,610.6820152988982,372932.52380952385,0,1,0,0,0,0,0,0,1.0,438.92857142857144,97.57142857142857,780.2857142857143,0,0,0,0,0,0,7,683,7,5462,-1,32085,2,0,0,0,0,0,0,0,0,0,No Label
192.168.100.5-63.251.86.49-50674-443-6,192.168.100.5,50674,63.251.86.49,443,6,03/12/2023 03:58:54 PM,2376451,9,9,2127.0,7382.0,750.0,0.0,236.33333333333334,339.41199153830735,1460.0,0.0,820.2222222222222,700.4571324816704,4001.344862570278,7.574319857636451,139791.23529411765,402441.58560288744,1682175.0,0.0,2304988.0,288123.5,570983.9450282293,1682175.0,285.0,487859.0,60982.375,62247.53779396189,187104.0,0.0,0,0,0,0,180,196,3.7871599288182254,3.7871599288182254,0.0,1460.0,500.47368421052636,607.6037971153618,369182.3742690057,0,1,0,0,0,0,0,0,1.0,528.2777777777778,236.33333333333334,820.2222222222222,0,0,0,0,0,0,9,2127,9,7382,-1,32768,4,0,0,0,0,0,0,0,0,0,No Label
192.168.100.5-13.35.112.64-50678-443-6,192.168.100.5,50678,13.35.112.64,443,6,03/12/2023 03:58:54 PM,2384389,9,11,1158.0,8562.0,577.0,0.0,128.66666666666666,238.5681244424745,1460.0,0.0,778.3636363636364,675.3743069923926,4076.516038280666,8.38789308288203,125494.15789473683,510369.66083127353,2230339.0,0.0,2376611.0,297076.375,782111.9117053587,2230339.0,310.0,154023.0,15402.300000000003,35206.55188408354,114479.0,0.0,0,0,0,0,180,236,3.774551887296913,4.613341195585116,0.0,1460.0,462.8571428571429,605.4335872508467,366549.8285714286,0,1,0,0,0,0,0,0,1.0,486.0,128.66666666666666,778.3636363636364,0,0,0,0,0,0,9,1158,11,8562,-1,31610,3,0,0,0,0,0,0,0,0,0,No Label
142.250.217.227-192.168.100.5-443-50695-6,192.168.100.5,50695,142.250.217.227,443,6,03/12/2023 03:58:57 PM,222184,6,7,675.0,5449.0,601.0,0.0,112.5,241.13875673561893,1460.0,0.0,778.4285714285714,717.639151928706,27562.740791416123,58.510063730961726,18515.333333333336,24444.58042680267,73636.0,0.0,207187.0,41437.4,23126.785018674775,73918.0,18741.0,206786.0,34464.33333333333,34852.98506393199,78538.0,0.0,0,0,0,0,120,156,27.004644798905414,31.505418932056315,0.0,1460.0,437.42857142857144,621.3853894305869,386119.8021978021,0,1,0,0,0,0,0,0,1.0,471.0769230769231,112.5,778.4285714285714,0,0,0,0,0,0,6,675,7,5449,-1,32093,2,0,0,0,0,0,0,0,0,0,No Label
192.168.100.5-35.244.159.8-50684-443-6,192.168.100.5,50684,35.244.159.8,443,6,03/12/2023 03:58:55 PM,1755332,7,6,641.0,3849.0,577.0,0.0,91.57142857142857,215.3786256362325,1460.0,0.0,641.5,671.5819384110922,2557.920666859603,7.40600638511689,146277.66666666666,415896.16279226873,1459801.0,0.0,1736970.0,289495.0,576119.5738636208,1459801.0,2695.0,141200.0,28240.0,33843.48270346892,80936.0,0.0,0,0,0,0,140,136,3.9878495919860177,3.4181567931308723,0.0,1460.0,320.7142857142857,527.7865869067547,278558.68131868134,0,1,0,0,0,0,0,0,0.0,345.38461538461536,91.57142857142857,641.5,0,0,0,0,0,0,7,641,6,3849,-1,32127,2,0,0,0,0,0,0,0,0,0,No Label
192.168.100.5-74.119.119.139-50680-443-6,192.168.100.5,50680,74.119.119.139,443,6,03/12/2023 03:58:55 PM,2066751,6,6,598.0,3834.0,534.0,0.0,99.66666666666666,214.3134775665466,1460.0,0.0,639.0,676.080172760598,2144.428622509436,5.8062146818847555,187886.45454545453,502011.3269021653,1694435.0,0.0,2004476.0,400895.2,728151.1485146474,1694435.0,1189.0,213313.0,42662.6,40061.196796900615,87667.0,0.0,0,0,0,0,120,136,2.9031073409423778,2.9031073409423778,0.0,1460.0,340.92307692307696,541.1121974751727,292802.4102564103,0,1,0,0,0,0,0,0,1.0,369.3333333333333,99.66666666666667,639.0,0,0,0,0,0,0,6,598,6,3834,-1,32170,2,0,0,0,0,0,0,0,0,0,No Label
192.168.100.5-40.126.28.14-50603-443-6,192.168.100.5,50603,40.126.28.14,443,6,03/12/2023 03:58:47 PM,9545325,8,10,2544.0,6293.0,1682.0,0.0,318.0,602.4606685443101,1460.0,0.0,629.3,703.6812804419657,925.7935167215364,1.885739877898343,561489.7058823529,2188917.4443964805,9054320.0,0.0,9479681.0,1354240.142857143,3396013.82159714,9054320.0,512.0,389673.0,43297.0,41611.50443987816,122820.0,0.0,0,0,0,0,160,216,0.8381066123992635,1.0476332654990794,0.0,1682.0,465.10526315789485,652.1869103883267,425347.7660818713,0,1,0,0,0,0,0,0,1.0,490.94444444444446,318.0,629.3,0,0,0,0,0,0,8,2544,10,6293,-1,32768,3,0,0,0,0,0,0,0,0,0,No Label
192.168.100.5-23.105.12.131-50658-443-6,192.168.100.5,50658,23.105.12.131,443,6,03/12/2023 03:58:53 PM,3526611,9,9,1968.0,6159.0,1283.0,0.0,218.66666666666669,445.55835756946584,1460.0,0.0,684.3333333333334,648.9799688742327,2304.4787190875318,5.104050319130747,207447.70588235295,667395.7568665467,2792451.0,0.0,3425777.0,428222.125,958026.765444986,2792451.0,37911.0,633249.0,79156.125,54785.32184924169,146858.0,0.0,0,0,0,0,180,196,2.5520251595653733,2.5520251595653733,0.0,1460.0,427.7368421052632,583.4050281756106,340361.42690058495,0,1,0,0,0,0,0,0,1.0,451.5,218.66666666666666,684.3333333333334,0,0,0,0,0,0,9,1968,9,6159,-1,32768,3,0,0,0,0,0,0,0,0,0,No Label
192.168.100.5-23.219.3.218-50669-443-6,192.168.100.5,50669,23.219.3.218,443,6,03/12/2023 03:58:54 PM,2674073,8,8,1611.0,4611.0,957.0,0.0,201.375,363.96818444159965,1460.0,0.0,576.375,618.1234128969946,2326.7876381834003,5.983381904682482,178271.53333333333,613268.0143606367,2387683.0,0.0,2667355.0,381050.71428571426,887534.8106117141,2387683.0,462.0,92589.0,13227.0,19926.095611868706,56931.0,0.0,0,0,0,0,160,176,2.991690952341241,2.991690952341241,0.0,1460.0,366.0,518.8131889225639,269167.125,0,1,0,0,0,0,0,0,1.0,388.875,201.375,576.375,0,0,0,0,0,0,8,1611,8,4611,-1,32768,3,0,0,0,0,0,0,0,0,0,No Label
192.168.100.5-209.54.182.161-50666-443-6,192.168.100.5,50666,209.54.182.161,443,6,03/12/2023 03:58:54 PM,3012538,7,8,699.0,6022.0,573.0,0.0,99.85714285714286,213.85542512908776,1460.0,0.0,752.75,757.1659093525767,2231.0092022075737,4.979190303989526,215181.2857142857,648881.4743729193,2457808.0,0.0,2968533.0,494755.5,966493.4709643413,2457808.0,358.0,325713.0,46530.42857142857,69924.66151713367,181147.0,0.0,0,0,0,0,140,176,2.323622141861779,2.6555681621277474,0.0,1460.0,420.0625000000001,635.9835919005038,404475.12916666665,0,1,0,0,0,0,0,0,1.0,448.06666666666666,99.85714285714286,752.75,0,0,0,0,0,0,7,699,8,6022,-1,32069,2,0,0,0,0,0,0,0,0,0,No Label
192.168.100.5-13.35.112.64-50678-443-6,13.35.112.64,443,192.168.100.5,50678,6,03/12/2023 03:58:57 PM,5301,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,377.28730428221087,5301.0,0.0,5301.0,5301.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,188.64365214110543,188.64365214110543,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,31609,0,0,0,0,0,0,0,0,0,0,No Label
192.168.100.5-35.244.159.8-50684-443-6,35.244.159.8,443,192.168.100.5,50684,6,03/12/2023 03:58:57 PM,6211,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322.00933827080985,6211.0,0.0,6211.0,6211.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,161.00466913540492,161.00466913540492,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,32126,0,0,0,0,0,0,0,0,0,0,No Label
192.168.100.5-209.54.182.161-50668-443-6,192.168.100.5,50668,209.54.182.161,443,6,03/12/2023 03:58:54 PM,2833025,10,11,2473.0,7557.0,890.0,0.0,247.29999999999998,380.9619549392184,1460.0,0.0,687.0,675.7718549924967,3540.3852772213445,7.412571368060641,141651.25,501792.91962751193,2261062.0,0.0,2803303.0,311478.1111111111,735660.1281569236,2261062.0,580.0,439959.0,43995.9,68306.55946125038,219925.0,0.0,0,0,0,0,200,236,3.5297958895526866,3.882775478507955,0.0,1460.0,455.909090909091,581.5958266938525,338253.70562770567,0,1,0,0,0,0,0,0,1.0,477.6190476190476,247.3,687.0,0,0,0,0,0,0,10,2473,11,7557,-1,31878,4,0,0,0,0,0,0,0,0,0,No Label
172.67.75.241-192.168.100.5-443-50637-6,192.168.100.5,50637,172.67.75.241,443,6,03/12/2023 03:58:53 PM,4216216,8,7,1164.0,3701.0,566.0,0.0,145.5,250.78334417238662,1460.0,0.0,528.7142857142857,689.8924346799082,1153.8782643014495,3.557692490138076,301158.2857142857,970958.989750334,3668484.0,106.0,4209069.0,601295.5714285714,1354838.1189402738,3668484.0,978.0,357522.0,59587.0,48891.83203358205,141197.0,7041.0,0,0,0,0,160,156,1.8974359947403074,1.660256495397769,0.0,1460.0,304.06250000000006,512.6938617082648,262854.9958333333,0,1,0,0,0,0,0,0,0.0,324.3333333333333,145.5,528.7142857142857,0,0,0,0,0,0,8,1164,7,3701,-1,31604,3,0,0,0,0,0,0,0,0,0,No Label
172.67.75.241-192.168.100.5-443-50664-6,192.168.100.5,50664,172.67.75.241,443,6,03/12/2023 03:58:53 PM,3376878,11,23,1255.0,27357.0,598.0,0.0,114.09090909090911,238.7812616372794,1460.0,0.0,1189.434782608696,543.1980072669764,8472.91492319237,10.068471529027699,102329.63636363638,508911.7304530705,2929316.0,0.0,3361336.0,336133.60000000003,913449.0598313138,2929316.0,308.0,447540.0,20342.727272727276,48436.473553542586,207900.0,0.0,0,0,0,0,220,476,3.2574466711560204,6.811024857871679,0.0,1460.0,817.4857142857143,693.5464008154275,481006.6100840337,0,1,0,0,0,0,0,0,2.0,841.5294117647059,114.0909090909091,1189.4347826086957,0,0,0,0,0,0,11,1255,23,27357,-1,31513,3,0,0,0,0,0,0,0,0,0,No Label
192.168.100.5-20.135.4.164-50604-443-6,192.168.100.5,50604,20.135.4.164,443,6,03/12/2023 03:58:47 PM,9484255,9,13,1432.0,9996.0,771.0,0.0,159.11111111111111,295.35294329176935,1460.0,0.0,768.9230769230769,712.8416679668378,1204.9444052274007,2.319633961760834,451631.1904761904,1936853.0884769142,8901309.0,0.0,9429317.0,1178664.625,3123355.743986766,8901309.0,316.0,376236.0,31352.999999999996,46951.226367950665,161440.0,0.0,0,0,0,0,180,276,0.9489411661748868,1.3706927955859476,0.0,1460.0,496.86956521739114,640.7156016622654,410516.48221343866,0,1,0,0,0,0,0,0,1.0,519.4545454545455,159.11111111111111,768.9230769230769,0,0,0,0,0,0,9,1432,13,9996,-1,31336,3,0,0,0,0,0,0,0,0,0,No Label
192.168.100.5-52.216.250.124-50614-443-6,192.168.100.5,50614,52.216.250.124,443,6,03/12/2023 03:58:51 PM,5821627,7,7,704.0,5487.0,578.0,0.0,100.57142857142858,215.69952645818606,1460.0,0.0,783.8571428571429,731.6092829216582,1063.4484139914837,2.404826004826486,447817.46153846156,1457240.1133411184,5292124.0,0.0,5777882.0,962980.3333333334,2123026.6965982,5292124.0,2094.0,364938.0,60823.0,82973.72650182707,222855.0,0.0,0,0,0,0,140,156,1.202413002413243,1.202413002413243,0.0,1460.0,412.73333333333335,615.7031365690387,379090.35238095233,0,1,0,0,0,0,0,0,1.0,442.2142857142857,100.57142857142857,783.8571428571429,0,0,0,0,0,0,7,704,7,5487,-1,32064,2,0,0,0,0,0,0,0,0,0,No Label
192.168.100.5-52.216.250.124-50612-443-6,192.168.100.5,50612,52.216.250.124,443,6,03/12/2023 03:58:51 PM,5822523,7,7,704.0,5487.0,578.0,0.0,100.57142857142858,215.69952645818606,1460.0,0.0,783.8571428571429,731.6092829216582,1063.2847650408594,2.4044559377438266,447886.3846153846,1457312.5863480433,5292348.0,0.0,5778345.0,963057.5,2123134.004365504,5292348.0,3193.0,365643.0,60940.5,84545.32001417938,227084.0,0.0,0,0,0,0,140,156,1.2022279688719133,1.2022279688719133,0.0,1460.0,412.73333333333335,615.7031365690387,379090.35238095233,0,1,0,0,0,0,0,0,1.0,442.2142857142857,100.57142857142857,783.8571428571429,0,0,0,0,0,0,7,704,7,5487,-1,32064,2,0,0,0,0,0,0,0,0,0,No Label
192.168.100.5-52.216.250.124-50611-443-6,192.168.100.5,50611,52.216.250.124,443,6,03/12/2023 03:58:51 PM,5823166,24,114,1339.0,155741.0,667.0,0.0,55.79166666666669,172.47255085114693,1460.0,0.0,1366.1491228070172,324.39141746490077,26975.016683364345,23.698448575912142,42504.86131386861,470090.36149713036,5503660.0,0.0,5778503.0,251239.26086956525,1145160.9459970014,5503660.0,263.0,311754.0,2758.884955752211,10153.575095882145,59262.0,0.0,0,0,0,0,480,2296,4.121469317549938,19.576979258362204,0.0,1460.0,1130.0719424460433,589.1751620684407,347127.37159837346,0,1,0,0,0,0,0,0,4.0,1138.2608695652175,55.791666666666664,1366.1491228070176,0,0,0,0,0,0,24,1339,114,155741,-1,31429,3,0,0,0,0,0,0,0,0,0,No Label
192.168.100.5-52.216.250.124-50613-443-6,192.168.100.5,50613,52.216.250.124,443,6,03/12/2023 03:58:51 PM,5822397,15,36,1979.0,45725.0,656.0,0.0,131.9333333333333,254.53500086759513,1460.0,0.0,1270.138888888889,462.477808133399,8193.189162470371,8.759279039199836,116447.94,758796.1285671846,5371972.0,0.0,5778545.0,412753.2142857143,1427925.075975852,5371972.0,546.0,305576.0,8730.742857142855,19098.563780838504,71229.0,0.0,0,0,0,0,300,736,2.576258540941128,6.183020498258707,0.0,1460.0,917.3846153846154,671.0880002446759,450359.1040723981,0,1,0,0,0,0,0,0,2.0,935.3725490196078,131.93333333333334,1270.138888888889,0,0,0,0,0,0,15,1979,36,45725,-1,32768,4,0,0,0,0,0,0,0,0,0,No Label
192.168.100.5-52.216.250.124-50615-443-6,192.168.100.5,50615,52.216.250.124,443,6,03/12/2023 03:58:51 PM,5821815,28,157,2032.0,219221.0,665.0,0.0,72.5714285714286,200.39672292940966,1460.0,0.0,1396.3121019108285,267.47007629187107,38004.12757877054,31.77703173323096,31640.298913043476,392184.13826240605,5320704.0,0.0,5778406.0,214015.03703703702,1020893.3468623856,5320704.0,244.0,497863.0,3191.429487179486,12990.494565624205,90973.0,0.0,0,0,0,0,560,3156,4.8094966947592805,26.96753503847168,0.0,1460.0,1189.5322580645152,546.7614050835406,298948.0340889275,0,1,0,0,0,0,0,0,5.0,1195.9621621621623,72.57142857142857,1396.312101910828,0,0,0,0,0,0,28,2032,157,219221,-1,32768,4,0,0,0,0,0,0,0,0,0,No Label
173.231.200.231-192.168.100.5-443-50606-6,192.168.100.5,50606,173.231.200.231,443,6,03/12/2023 03:58:49 PM,7456723,7,7,727.0,5819.0,601.0,0.0,103.85714285714286,224.1922007054279,1460.0,0.0,831.2857142857142,705.9095112655999,877.8655181371226,1.8775003443201523,573594.076923077,1861221.1996254618,6763194.0,0.0,7377380.0,1229563.3333333333,2713033.1951636467,6763194.0,1813.0,463777.0,77296.16666666666,69917.3076581662,168766.0,0.0,0,0,0,0,140,156,0.9387501721600762,0.9387501721600762,0.0,1460.0,436.40000000000003,618.0328007938922,381964.5428571428,0,1,0,0,0,0,0,0,1.0,467.57142857142856,103.85714285714286,831.2857142857143,0,0,0,0,0,0,7,727,7,5819,-1,32041,2,0,0,0,0,0,0,0,0,0,No Label
172.67.75.241-192.168.100.5-443-50637-6,172.67.75.241,443,192.168.100.5,50637,6,03/12/2023 03:58:57 PM,6230,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.02728731942216,6230.0,0.0,6230.0,6230.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,160.51364365971108,160.51364365971108,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,31603,0,0,0,0,0,0,0,0,0,0,No Label
172.67.75.241-192.168.100.5-443-50664-6,172.67.75.241,443,192.168.100.5,50664,6,03/12/2023 03:58:57 PM,4708,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.80883602378924,4708.0,0.0,4708.0,4708.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,212.40441801189462,212.40441801189462,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,31512,0,0,0,0,0,0,0,0,0,0,No Label
142.250.217.225-192.168.100.5-443-50693-6,192.168.100.5,50693,142.250.217.225,443,6,03/12/2023 03:58:56 PM,780480,15,12,1263.0,8912.0,518.0,0.0,84.2,163.0912102387583,1460.0,0.0,742.6666666666666,691.3365623372182,13036.849118491185,34.59409594095941,30018.461538461543,48238.09091183504,194121.0,0.0,765687.0,54691.928571428565,57910.0887775634,194456.0,85.0,696055.0,63277.72727272727,99187.4507577354,331166.0,0.0,0,0,0,0,300,256,19.218942189421895,15.375153751537516,0.0,1460.0,363.3928571428571,566.2501305231287,320639.2103174603,0,1,0,0,0,0,0,0,0.0,376.85185185185185,84.2,742.6666666666666,0,0,0,0,0,0,15,1263,12,8912,-1,31544,7,0,0,0,0,0,0,0,0,0,No Label
192.168.100.5-23.105.12.131-50658-443-6,23.105.12.131,443,192.168.100.5,50658,6,03/12/2023 03:58:57 PM,43167,2,1,24.0,0.0,24.0,0.0,12.0,16.97056274847714,0.0,0.0,0.0,0.0,555.9802627006742,69.49753283758427,21583.5,30523.678423479698,43167.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,40,20,46.331688558389516,23.165844279194758,0.0,24.0,6.0,12.0,144.0,0,0,0,0,1,0,0,0,0.0,8.0,12.0,0.0,0,0,0,0,0,0,2,24,1,0,-1,32767,1,0,0,0,0,0,0,0,0,0,No Label
192.168.100.5-52.216.250.124-50611-443-6,52.216.250.124,443,192.168.100.5,50611,6,03/12/2023 03:58:57 PM,34719,2,2,31.0,0.0,31.0,0.0,15.5,21.920310216782973,0.0,0.0,0.0,0.0,892.8828595293643,115.21069155217604,11573.0,19576.72753552033,34178.0,177.0,541.0,541.0,0.0,541.0,541.0,34355.0,34355.0,0.0,34355.0,34355.0,0,0,0,0,40,40,57.60534577608802,57.60534577608802,0.0,31.0,6.2,13.863621460498697,192.20000000000002,0,0,0,0,1,0,0,0,1.0,7.75,15.5,0.0,0,0,0,0,0,0,2,31,2,0,-1,0,1,0,0,0,0,0,0,0,0,0,No Label
192.168.100.5-52.216.250.124-50613-443-6,52.216.250.124,443,192.168.100.5,50613,6,03/12/2023 03:58:57 PM,34719,2,1,31.0,0.0,31.0,0.0,15.5,21.920310216782973,0.0,0.0,0.0,0.0,892.8828595293643,86.40801866413203,17359.5,24550.040336015743,34719.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,40,20,57.60534577608802,28.80267288804401,0.0,31.0,7.75,15.500000000000002,240.25000000000003,0,0,0,0,1,0,0,0,0.0,10.333333333333334,15.5,0.0,0,0,0,0,0,0,2,31,1,0,-1,32767,1,0,0,0,0,0,0,0,0,0,No Label
192.168.100.5-209.54.182.161-50666-443-6,209.54.182.161,443,192.168.100.5,50666,6,03/12/2023 03:58:57 PM,42815,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.71260072404531,42815.0,0.0,42815.0,42815.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,23.356300362022655,23.356300362022655,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,32068,0,0,0,0,0,0,0,0,0,0,No Label
142.250.217.225-192.168.100.5-443-50693-6,142.250.217.225,443,192.168.100.5,50693,6,03/12/2023 03:58:57 PM,11257,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.6672292795594,11257.0,0.0,11257.0,11257.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,88.8336146397797,88.8336146397797,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,31504,0,0,0,0,0,0,0,0,0,0,No Label
192.168.100.5-52.216.250.124-50615-443-6,52.216.250.124,443,192.168.100.5,50615,6,03/12/2023 03:58:57 PM,36729,2,1,31.0,0.0,31.0,0.0,15.5,21.920310216782973,0.0,0.0,0.0,0.0,844.0197119442403,81.67932696234584,18364.5,25971.324966200704,36729.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,40,20,54.45288464156389,27.226442320781945,0.0,31.0,7.75,15.500000000000002,240.25000000000003,0,0,0,0,1,0,0,0,0.0,10.333333333333334,15.5,0.0,0,0,0,0,0,0,2,31,1,0,-1,32767,1,0,0,0,0,0,0,0,0,0,No Label
192.168.100.5-52.216.250.124-50614-443-6,52.216.250.124,443,192.168.100.5,50614,6,03/12/2023 03:58:57 PM,38003,2,1,31.0,0.0,31.0,0.0,15.5,21.920310216782973,0.0,0.0,0.0,0.0,815.7250743362366,78.94113622608741,19001.5,26872.179005432365,38003.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,40,20,52.62742415072494,26.31371207536247,0.0,31.0,7.75,15.500000000000002,240.25000000000003,0,0,0,0,1,0,0,0,0.0,10.333333333333334,15.5,0.0,0,0,0,0,0,0,2,31,1,0,-1,32063,1,0,0,0,0,0,0,0,0,0,No Label
192.168.100.5-52.216.250.124-50612-443-6,52.216.250.124,443,192.168.100.5,50612,6,03/12/2023 03:58:57 PM,38229,2,2,31.0,0.0,31.0,0.0,15.5,21.920310216782973,0.0,0.0,0.0,0.0,810.9027178320124,104.63260875251773,12743.0,21875.807550808266,38003.0,97.0,226.0,226.0,0.0,226.0,226.0,38100.0,38100.0,0.0,38100.0,38100.0,0,0,0,0,40,40,52.31630437625886,52.31630437625886,0.0,31.0,6.2,13.863621460498697,192.20000000000002,0,0,0,0,1,0,0,0,1.0,7.75,15.5,0.0,0,0,0,0,0,0,2,31,2,0,-1,0,1,0,0,0,0,0,0,0,0,0,No Label
192.168.100.5-209.54.182.161-50668-443-6,209.54.182.161,443,192.168.100.5,50668,6,03/12/2023 03:58:57 PM,40985,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.79834085641088,40985.0,0.0,40985.0,40985.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,24.39917042820544,24.39917042820544,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,31877,0,0,0,0,0,0,0,0,0,0,No Label
192.168.100.5-63.251.86.49-50674-443-6,63.251.86.49,443,192.168.100.5,50674,6,03/12/2023 03:58:57 PM,61047,2,1,24.0,0.0,24.0,0.0,12.0,16.97056274847714,0.0,0.0,0.0,0.0,393.139712025161,49.14246400314512,30523.5,43166.74767109517,61047.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,40,20,32.761642668763415,16.380821334381707,0.0,24.0,6.0,12.0,144.0,0,0,0,0,1,0,0,0,0.0,8.0,12.0,0.0,0,0,0,0,0,0,2,24,1,0,-1,32767,1,0,0,0,0,0,0,0,0,0,No Label
